"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
4518,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","5",19000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"平成26年第１四半期","未改装",""
4519,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","9",58000000,"","２ＬＤＫ","60",,"","","","平成7年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成26年第１四半期","改装済",""
4520,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","13",32000000,"","１Ｋ","25",,"","","","平成25年","ＲＣ","住宅","","","",,"第２種中高層住居専用地域",60,300,"平成26年第１四半期","未改装",""
4521,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","4",37000000,"","１ＤＫ","35",,"","","","平成23年","鉄骨造","住宅","","","",,"準工業地域",60,400,"平成25年第４四半期","未改装",""
4522,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","10",33000000,"","１Ｋ","20",,"","","","平成25年","ＲＣ","住宅","","","",,"",,,"平成25年第４四半期","未改装",""
4523,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","8",28000000,"","１Ｋ","25",,"","","","平成23年","鉄骨造","住宅","","","",,"商業地域",80,600,"平成25年第４四半期","未改装",""
4524,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","8",25000000,"","１Ｋ","25",,"","","","平成23年","鉄骨造","住宅","","","",,"商業地域",80,600,"平成25年第３四半期","未改装",""
4525,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","8",52000000,"","２ＬＤＫ","60",,"","","","平成7年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成25年第３四半期","改装済",""
4526,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","5",19000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"平成25年第３四半期","未改装",""
4527,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","5",16000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"平成25年第２四半期","未改装",""
4528,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","4",19000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"平成25年第２四半期","未改装",""
4529,"宅地(土地と建物)","住宅地","13103","東京都","港区","南麻布","白金高輪","11",870000000,"","","1300",,"不整形","24.3","850","昭和42年","木造","住宅、倉庫、駐車場","","南西","区道",6.3,"第１種中高層住居専用地域",60,200,"平成25年第１四半期","",""
4530,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","5",15000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"平成25年第１四半期","未改装",""
4531,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","6",20000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"平成25年第１四半期","未改装",""
4532,"中古マンション等","","13103","東京都","港区","南麻布","白金高輪","10",20000000,"","オープンフロア","20",,"","","","平成14年","ＲＣ","住宅","","","",,"商業地域",80,500,"平成25年第１四半期","未改装",""
4533,"中古マンション等","","13103","東京都","港区","南麻布","広尾","9",9500000,"","１ＤＫ","25",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成29年第３四半期","未改装",""
4534,"中古マンション等","","13103","東京都","港区","南麻布","広尾","3",670000000,"","４ＬＤＫ","230",,"","","","平成25年","ＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"平成29年第２四半期","改装済",""
4535,"中古マンション等","","13103","東京都","港区","南麻布","広尾","6",140000000,"","２ＬＤＫ","80",,"","","","平成26年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,300,"平成29年第２四半期","未改装",""
4536,"宅地(土地と建物)","住宅地","13103","東京都","港区","南麻布","広尾","9",4700000000,"","","2000㎡以上",,"不整形","31.0","720","昭和44年","ＲＣ","事務所、その他","住宅","東","区道",5.4,"第１種中高層住居専用地域",60,200,"平成29年第１四半期","",""
4537,"中古マンション等","","13103","東京都","港区","南麻布","広尾","5",85000000,"","２ＬＤＫ","50",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成29年第１四半期","未改装",""
4538,"中古マンション等","","13103","東京都","港区","南麻布","広尾","6",110000000,"","３ＬＤＫ","70",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成29年第１四半期","未改装",""
4539,"中古マンション等","","13103","東京都","港区","南麻布","広尾","2",340000000,"","２ＬＤＫ","135",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成29年第１四半期","未改装",""
4540,"中古マンション等","","13103","東京都","港区","南麻布","広尾","5",85000000,"","１ＤＫ","50",,"","","","平成29年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,500,"平成28年第４四半期","未改装",""
4541,"中古マンション等","","13103","東京都","港区","南麻布","広尾","1",300000000,"","４ＬＤＫ","195",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"平成28年第４四半期","未改装",""
4542,"宅地(土地と建物)","住宅地","13103","東京都","港区","南麻布","広尾","4",1300000000,"","","350",,"ほぼ台形","15.0","890","昭和63年","ＲＣ","住宅、駐車場","住宅","南西","区道",5.4,"第１種中高層住居専用地域",60,300,"平成28年第３四半期","",""
4543,"中古マンション等","","13103","東京都","港区","南麻布","広尾","9",58000000,"","３ＬＤＫ","65",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成28年第３四半期","改装済",""
4544,"中古マンション等","","13103","東京都","港区","南麻布","広尾","9",19000000,"","１Ｋ","25",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成28年第３四半期","改装済",""
4545,"中古マンション等","","13103","東京都","港区","南麻布","広尾","9",25000000,"","２ＤＫ","45",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成28年第３四半期","未改装",""
4546,"中古マンション等","","13103","東京都","港区","南麻布","広尾","4",220000000,"","２ＬＤＫ","105",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成28年第３四半期","未改装",""
4547,"中古マンション等","","13103","東京都","港区","南麻布","広尾","4",320000000,"","","180",,"","","","平成16年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成28年第３四半期","未改装",""
4548,"中古マンション等","","13103","東京都","港区","南麻布","広尾","11",75000000,"","２ＬＤＫ","60",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"平成28年第３四半期","改装済",""
4549,"中古マンション等","","13103","東京都","港区","南麻布","広尾","8",39000000,"","２ＬＤＫ","50",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成28年第３四半期","未改装",""
4550,"中古マンション等","","13103","東京都","港区","南麻布","広尾","9",45000000,"","２ＤＫ","55",,"","","","昭和54年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成28年第２四半期","",""
4551,"中古マンション等","","13103","東京都","港区","南麻布","広尾","0",77000000,"","１ＬＤＫ","50",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成28年第２四半期","未改装",""
4552,"中古マンション等","","13103","東京都","港区","南麻布","広尾","2",130000000,"","２ＬＤＫ","110",,"","","","昭和47年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成28年第１四半期","改装済",""
4553,"宅地(土地)","住宅地","13103","東京都","港区","南麻布","広尾","12",91000000,"4900000","","60",1500000,"長方形","13.5","","","","","住宅","東","区道",6.1,"第２種中高層住居専用地域",60,300,"平成27年第４四半期","",""
4554,"中古マンション等","","13103","東京都","港区","南麻布","広尾","6",89000000,"","２ＤＫ","55",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第４四半期","未改装",""
4555,"宅地(土地と建物)","住宅地","13103","東京都","港区","南麻布","広尾","5",98000000,"","","95",,"不整形","3.5","115","平成10年","木造","住宅","住宅","東","区道",4.0,"第１種住居地域",60,300,"平成27年第３四半期","",""
4556,"中古マンション等","","13103","東京都","港区","南麻布","広尾","0",150000000,"","２ＬＤＫ","75",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成27年第３四半期","未改装",""
4557,"中古マンション等","","13103","東京都","港区","南麻布","広尾","9",19000000,"","１ＤＫ","25",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成27年第３四半期","未改装",""
4558,"中古マンション等","","13103","東京都","港区","南麻布","広尾","5",210000000,"","２ＬＤＫ","115",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",50,300,"平成27年第３四半期","未改装",""
4559,"宅地(土地と建物)","住宅地","13103","東京都","港区","南麻布","広尾","4",90000000,"","","70",,"不整形","6.4","35","昭和26年","木造","住宅","住宅","西","区道",4.0,"第１種中高層住居専用地域",60,300,"平成27年第２四半期","",""
4560,"中古マンション等","","13103","東京都","港区","南麻布","広尾","0",63000000,"","１ＬＤＫ","50",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成27年第２四半期","未改装",""
4561,"宅地(土地)","住宅地","13103","東京都","港区","南麻布","広尾","6",230000000,"4500000","","170",1400000,"ほぼ長方形","8.3","","","","","住宅","南西","区道",4.0,"第１種中高層住居専用地域",60,300,"平成27年第１四半期","",""
4562,"宅地(土地)","住宅地","13103","東京都","港区","南麻布","広尾","11",120000000,"3800000","","100",1200000,"ほぼ整形","5.5","","","","","住宅","南東","私道",4.0,"第１種中高層住居専用地域",60,300,"平成27年第１四半期","",""
4563,"中古マンション等","","13103","東京都","港区","南麻布","広尾","0",260000000,"","３ＬＤＫ","140",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成27年第１四半期","改装済",""
4564,"中古マンション等","","13103","東京都","港区","南麻布","広尾","4",280000000,"","","145",,"","","","平成16年","ＳＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"平成27年第１四半期","",""
4565,"中古マンション等","","13103","東京都","港区","南麻布","広尾","10",83000000,"","２ＬＤＫ","70",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"平成27年第１四半期","未改装",""
4566,"中古マンション等","","13103","東京都","港区","南麻布","広尾","2",45000000,"","１ＬＤＫ","30",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成27年第１四半期","改装済",""
4567,"中古マンション等","","13103","東京都","港区","南麻布","広尾","0",110000000,"","１ＬＤＫ","70",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成27年第１四半期","未改装",""
4568,"宅地(土地と建物)","住宅地","13103","東京都","港区","南麻布","広尾","11",42000000,"","","55",,"長方形","7.3","45","昭和42年","木造","住宅","住宅","東","私道",4.0,"第１種中高層住居専用地域",60,300,"平成26年第４四半期","","私道を含む取引"
4569,"中古マンション等","","13103","東京都","港区","南麻布","広尾","4",280000000,"","３ＬＤＫ","150",,"","","","平成16年","ＳＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"平成26年第４四半期","未改装",""
4570,"中古マンション等","","13103","東京都","港区","南麻布","広尾","6",60000000,"","１ＤＫ","40",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成26年第４四半期","未改装",""
4571,"中古マンション等","","13103","東京都","港区","南麻布","広尾","9",45000000,"","２ＬＤＫ","50",,"","","","昭和54年","ＲＣ","住宅","その他","","",,"商業地域",80,500,"平成26年第４四半期","改装済",""
4572,"宅地(土地)","住宅地","13103","東京都","港区","南麻布","広尾","11",100000000,"2600000","","125",800000,"ほぼ台形","20.5","","","","","住宅","東","区道",5.6,"第２種中高層住居専用地域",60,300,"平成26年第３四半期","",""
4573,"中古マンション等","","13103","東京都","港区","南麻布","広尾","1",72000000,"","１ＬＤＫ","70",,"","","","平成14年","ＳＲＣ","住宅","","","",,"",,,"平成26年第３四半期","未改装",""
4574,"中古マンション等","","13103","東京都","港区","南麻布","広尾","5",290000000,"","","150",,"","","","平成16年","ＳＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"平成26年第３四半期","未改装",""
4575,"中古マンション等","","13103","東京都","港区","南麻布","広尾","5",270000000,"","","120",,"","","","平成16年","ＳＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"平成26年第３四半期","未改装",""
4576,"中古マンション等","","13103","東京都","港区","南麻布","広尾","9",30000000,"","３ＬＤＫ","70",,"","","","昭和54年","ＲＣ","住宅","その他","","",,"商業地域",80,500,"平成26年第２四半期","未改装",""
4577,"宅地(土地)","住宅地","13103","東京都","港区","南麻布","広尾","15",580000000,"3000000","","630",910000,"不整形","","","","","","","北","私道",4.1,"第１種中高層住居専用地域",60,200,"平成26年第１四半期","",""
4578,"中古マンション等","","13103","東京都","港区","南麻布","広尾","3",200000000,"","２ＬＤＫ","95",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成26年第１四半期","未改装",""
4579,"中古マンション等","","13103","東京都","港区","南麻布","広尾","10",48000000,"","２ＬＤＫ","75",,"","","","","ＲＣ","住宅","","","",,"商業地域",80,500,"平成25年第４四半期","未改装",""
4580,"中古マンション等","","13103","東京都","港区","南麻布","広尾","9",34000000,"","２ＤＫ","50",,"","","","昭和54年","ＲＣ","住宅","","","",,"商業地域",80,500,"平成25年第４四半期","未改装",""
4581,"中古マンション等","","13103","東京都","港区","南麻布","広尾","2",95000000,"","２ＬＤＫ","85",,"","","","平成15年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,200,"平成25年第４四半期","未改装",""
4582,"中古マンション等","","13103","東京都","港区","南麻布","広尾","1",110000000,"","２ＬＤＫ","85",,"","","","","ＲＣ","住宅","","","",,"",,,"平成25年第４四半期","未改装",""
4583,"宅地(土地と建物)","住宅地","13103","東京都","港区","南麻布","広尾","3",300000000,"","","155",,"ほぼ長方形","9.8","380","平成10年","ＲＣ","住宅、事務所、駐車場","","東","区道",5.4,"第１種中高層住居専用地域",60,300,"平成25年第２四半期","",""
4584,"宅地(土地)","商業地","13103","東京都","港区","南麻布","広尾","",270000000,"8500000","","105",2600000,"ほぼ長方形","4.6","","","","","","西","都道",25.0,"商業地域",80,500,"平成25年第２四半期","",""
4585,"中古マンション等","","13103","東京都","港区","南麻布","広尾","5",360000000,"","３ＬＤＫ","180",,"","","","平成16年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第２四半期","未改装",""
4586,"中古マンション等","","13103","東京都","港区","南麻布","広尾","4",95000000,"","３ＬＤＫ","135",,"","","","平成16年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第２四半期","改装済",""
4587,"中古マンション等","","13103","東京都","港区","南麻布","広尾","3",92000000,"","３ＬＤＫ","110",,"","","","昭和47年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第２四半期","未改装",""
4588,"中古マンション等","","13103","東京都","港区","南麻布","広尾","10",67000000,"","２ＬＤＫ","70",,"","","","平成8年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,200,"平成25年第２四半期","未改装",""
4589,"中古マンション等","","13103","東京都","港区","南麻布","広尾","1",99000000,"","２ＬＤＫ","85",,"","","","平成15年","ＲＣ","住宅","","","",,"第１種住居地域",60,400,"平成25年第２四半期","改装済",""
4590,"中古マンション等","","13103","東京都","港区","南麻布","広尾","4",280000000,"","３ＬＤＫ","140",,"","","","平成16年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第１四半期","未改装",""
4591,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","5",14000000,"","１Ｋ","20",,"","","","昭和51年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成29年第１四半期","未改装",""
4592,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","4",46000000,"","１Ｋ","30",,"","","","平成17年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成28年第３四半期","改装済",""
4593,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","5",26000000,"","１Ｒ","40",,"","","","昭和51年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"平成28年第１四半期","未改装",""
4594,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","2",14000000,"","","20",,"","","","昭和53年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,700,"平成27年第４四半期","",""
4595,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","4",38000000,"","１ＬＤＫ","30",,"","","","平成17年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成27年第３四半期","未改装",""
4596,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","3",19000000,"","１Ｋ","25",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"平成26年第４四半期","未改装",""
4597,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","2",18000000,"","１ＤＫ","25",,"","","","昭和53年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,700,"平成26年第２四半期","未改装",""
4598,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","2",9700000,"","１Ｋ","20",,"","","","昭和53年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成26年第２四半期","未改装",""
4599,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","2",17000000,"","１Ｋ","20",,"","","","昭和53年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,700,"平成26年第２四半期","未改装",""
4600,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","4",31000000,"","１Ｋ","30",,"","","","平成17年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成26年第１四半期","改装済",""
4601,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","4",26000000,"","１Ｋ","30",,"","","","平成17年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"平成25年第４四半期","未改装",""
4602,"宅地(土地と建物)","商業地","13103","東京都","港区","元赤坂","赤坂見附","5",500000000,"","","320",,"不整形","15.0","1700","昭和47年","ＲＣ","事務所","","西","区道",13.7,"商業地域",80,500,"平成25年第３四半期","",""
4603,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","3",75000000,"","オープンフロア","165",,"","","","平成4年","ＲＣ","事務所","","","",,"商業地域",80,700,"平成25年第３四半期","未改装",""
4604,"中古マンション等","","13103","東京都","港区","元赤坂","赤坂見附","5",14000000,"","１Ｒ","20",,"","","","昭和51年","ＲＣ","住宅","","","",,"商業地域",80,500,"平成25年第２四半期","未改装",""
4605,"宅地(土地と建物)","商業地","13103","東京都","港区","元赤坂","赤坂見附","7",160000000,"","","135",,"ほぼ長方形","9.0","280","昭和49年","ＲＣ","住宅、事務所","","北東","私道",4.0,"商業地域",80,500,"平成25年第１四半期","","私道を含む取引"
4606,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","麻布十番","5",200000000,"","","40",,"ほぼ長方形","4.4","175","平成2年","鉄骨造","住宅、倉庫、店舗、その他","その他","南","区道",10.9,"近隣商業地域",80,400,"平成29年第４四半期","",""
4607,"宅地(土地)","住宅地","13103","東京都","港区","元麻布","麻布十番","4",70000000,"6600000","","35",2000000,"ほぼ長方形","3.7","","","","","その他","南","区道",10.9,"近隣商業地域",80,400,"平成29年第４四半期","",""
4608,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","9",370000000,"","３ＬＤＫ","175",,"","","","平成13年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,300,"平成29年第２四半期","改装済",""
4609,"宅地(土地)","住宅地","13103","東京都","港区","元麻布","麻布十番","7",460000000,"5700000","","270",1700000,"袋地等","","","","","","住宅","南東","道路",5.3,"第１種中高層住居専用地域",60,300,"平成29年第１四半期","",""
4610,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","5",70000000,"","２ＬＤＫ","55",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成29年第１四半期","未改装",""
4611,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","11",210000000,"","２ＬＤＫ","90",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成29年第１四半期","未改装",""
4612,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","9",260000000,"","３ＬＤＫ","145",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成29年第１四半期","改装済",""
4613,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","9",340000000,"","２ＬＤＫ","155",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成28年第４四半期","改装済",""
4614,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","麻布十番","8",720000000,"","","410",,"不整形","20.5","720","平成16年","ＳＲＣ","共同住宅","住宅","南東","区道",3.5,"第１種中高層住居専用地域",60,200,"平成28年第３四半期","",""
4615,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","麻布十番","8",800000000,"","","410",,"不整形","20.5","720","平成16年","ＳＲＣ","共同住宅","住宅","南東","区道",3.5,"第１種中高層住居専用地域",60,200,"平成28年第３四半期","",""
4616,"宅地(土地)","住宅地","13103","東京都","港区","元麻布","麻布十番","6",360000000,"7800000","","150",2400000,"長方形","8.2","","","","","住宅","南西","区道",4.9,"第１種中高層住居専用地域",60,300,"平成28年第２四半期","",""
4617,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","麻布十番","10",2100000000,"","","820",,"ほぼ台形","26.5","2000㎡以上","昭和62年","ＲＣ","共同住宅、駐車場","住宅","西","区道",5.4,"第１種中高層住居専用地域",60,300,"平成28年第２四半期","",""
4618,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","麻布十番","5",220000000,"","","140",,"ほぼ長方形","10.0","440","昭和54年","ＲＣ","共同住宅","住宅","北西","区道",10.0,"第１種中高層住居専用地域",60,300,"平成27年第４四半期","",""
4619,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","6",150000000,"","１ＬＤＫ","70",,"","","","平成14年","鉄骨造","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第４四半期","未改装",""
4620,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","8",220000000,"","２ＬＤＫ","95",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",50,300,"平成27年第４四半期","未改装",""
4621,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","11",360000000,"","３ＬＤＫ","150",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第４四半期","未改装",""
4622,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","9",270000000,"","３ＬＤＫ","160",,"","","","平成2年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第３四半期","改装済",""
4623,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","7",3200000000,"","４ＬＤＫ","160",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第３四半期","改装済",""
4624,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","6",290000000,"","３ＬＤＫ","120",,"","","","平成14年","鉄骨造","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第３四半期","改装済",""
4625,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","8",73000000,"","２ＬＤＫ","60",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第３四半期","未改装",""
4626,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","13",120000000,"","２ＬＤＫ","85",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第２四半期","未改装",""
4627,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","14",220000000,"","３ＬＤＫ","145",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"平成27年第２四半期","未改装",""
4628,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","8",130000000,"","２ＬＤＫ","85",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第２四半期","未改装",""
4629,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","5",180000000,"","２ＬＤＫ","125",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第２四半期","未改装",""
4630,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","麻布十番","3",220000000,"","","250",,"ほぼ台形","12.0","","平成3年","ＲＣ","住宅、事務所","事務所","南東","区道",5.2,"第１種中高層住居専用地域",60,300,"平成27年第１四半期","",""
4631,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","11",380000000,"","４ＬＤＫ","180",,"","","","平成14年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成26年第３四半期","",""
4632,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","11",210000000,"","","115",,"","","","平成14年","ＳＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"平成26年第３四半期","改装済",""
4633,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","11",140000000,"","１ＬＤＫ","70",,"","","","平成14年","ＳＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"平成26年第３四半期","未改装",""
4634,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","9",100000000,"","２ＬＤＫ","80",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成26年第２四半期","未改装",""
4635,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","麻布十番","5",240000000,"","","145",,"長方形","","260","平成20年","ＲＣ","事務所","","北西","区道",5.0,"第１種住居地域",60,300,"平成26年第１四半期","",""
4636,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","麻布十番","9",510000000,"","","340",,"不整形","18.3","290","平成13年","鉄骨造","住宅","その他","南西","区道",15.1,"近隣商業地域",80,300,"平成26年第１四半期","",""
4637,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","5",87000000,"","２ＬＤＫ","75",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成26年第１四半期","",""
4638,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","麻布十番","10",300000000,"","","230",,"台形","21.0","630","平成10年","ＲＣ","共同住宅、駐車場","","北東","区道",5.4,"第１種中高層住居専用地域",60,300,"平成25年第４四半期","",""
4639,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","9",250000000,"","４ＬＤＫ","210",,"","","","昭和63年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第４四半期","未改装",""
